time [s],dt [s],aX [m/s^2],aY [m/s^2],aZ [m/s^2],gX [°/s],gY [°/s],gZ [°/s],alt [m],temp [C],placeholder
1.03100,0.04798,2.80000,-4.10000,-4.10000,1.41000,-0.41000,0.78000,0.00000,0.00000,0.00000
1.03200,0.00170,2.80000,-4.10000,-3.80000,1.75000,-0.33000,0.83000,0.00000,0.00000,0.00000
1.03400,0.00171,2.70000,-4.10000,-3.70000,2.08000,-0.28000,0.90000,0.00000,0.00000,0.00000
1.03600,0.00170,2.70000,-4.10000,-3.50000,2.42000,-0.25000,0.94000,0.00000,0.00000,0.00000
1.03700,0.00171,2.70000,-4.10000,-3.50000,2.81000,-0.21000,0.99000,0.00000,0.00000,0.00000
1.03900,0.00171,2.80000,-4.10000,-3.60000,3.19000,-0.18000,1.03000,0.00000,0.00000,0.00000
1.04100,0.00170,2.80000,-4.10000,-3.60000,3.52000,-0.15000,1.04000,0.00000,0.00000,0.00000
1.04200,0.00171,2.90000,-4.10000,-3.70000,3.89000,-0.14000,1.07000,0.00000,0.00000,0.00000
1.04400,0.00171,2.90000,-4.00000,-3.90000,4.21000,-0.16000,1.09000,0.00000,0.00000,0.00000
1.06400,0.01941,2.90000,-3.90000,-4.00000,4.48000,-0.12000,1.11000,1.20000,22.30000,0.00000
1.06500,0.00171,2.80000,-3.60000,-6.30000,6.46000,0.51000,1.09000,1.20000,22.30000,0.00000
1.06700,0.00170,2.80000,-3.50000,-6.50000,6.60000,0.53000,1.11000,1.20000,22.30000,0.00000
1.06900,0.00171,2.70000,-3.40000,-6.80000,6.71000,0.56000,1.14000,1.20000,22.30000,0.00000
1.07000,0.00170,2.80000,-3.40000,-6.90000,6.84000,0.65000,1.15000,1.20000,22.30000,0.00000
1.07200,0.00170,2.70000,-3.30000,-7.10000,6.92000,0.79000,1.18000,1.20000,22.30000,0.00000
1.07400,0.00171,2.70000,-3.10000,-7.30000,6.95000,0.97000,1.22000,1.20000,22.30000,0.00000
1.07600,0.00170,2.60000,-3.10000,-7.60000,7.04000,0.91000,1.27000,1.20000,22.30000,0.00000
1.07700,0.00171,2.50000,-3.10000,-7.70000,7.12000,0.67000,1.34000,1.20000,22.30000,0.00000
1.07900,0.00171,2.60000,-3.00000,-7.80000,7.18000,0.49000,1.37000,1.20000,22.30000,0.00000
1.09800,0.01941,2.70000,-3.00000,-8.30000,7.20000,0.40000,1.40000,0.50000,22.30000,0.00000
1.10000,0.00170,3.10000,-2.60000,-10.40000,5.08000,-0.12000,1.17000,0.50000,22.30000,0.00000
1.10200,0.00171,3.10000,-2.60000,-10.40000,4.84000,-0.19000,1.15000,0.50000,22.30000,0.00000
1.10300,0.00170,3.20000,-2.60000,-10.50000,4.62000,-0.26000,1.13000,0.50000,22.30000,0.00000
1.10500,0.00171,3.20000,-2.50000,-10.40000,4.43000,-0.28000,1.09000,0.50000,22.30000,0.00000
1.10700,0.00171,3.10000,-2.50000,-10.40000,4.25000,-0.32000,1.06000,0.50000,22.30000,0.00000
1.10900,0.00170,3.20000,-2.50000,-10.40000,4.07000,-0.34000,1.02000,0.50000,22.30000,0.00000
1.11000,0.00171,3.20000,-2.60000,-10.40000,3.89000,-0.36000,1.00000,0.50000,22.30000,0.00000
1.11200,0.00170,3.10000,-2.50000,-10.40000,3.71000,-0.40000,0.98000,0.50000,22.30000,0.00000
1.11400,0.00171,3.10000,-2.50000,-10.30000,3.55000,-0.42000,0.95000,0.50000,22.30000,0.00000
1.13300,0.01941,3.10000,-2.40000,-10.30000,3.36000,-0.48000,0.94000,0.00000,22.30000,0.00000
1.13500,0.00170,3.30000,-2.40000,-10.20000,2.34000,-1.57000,0.48000,0.00000,22.30000,0.00000
1.13700,0.00171,3.30000,-2.30000,-10.20000,2.30000,-1.61000,0.43000,0.00000,22.30000,0.00000
1.13800,0.00171,3.30000,-2.30000,-10.30000,2.17000,-1.55000,0.40000,0.00000,22.30000,0.00000
1.14000,0.00171,3.30000,-2.30000,-10.40000,2.07000,-1.52000,0.36000,0.00000,22.30000,0.00000
1.14200,0.00171,3.30000,-2.20000,-10.50000,1.98000,-1.66000,0.34000,0.00000,22.30000,0.00000
1.14300,0.00171,3.30000,-2.30000,-10.60000,1.88000,-1.81000,0.32000,0.00000,22.30000,0.00000
1.14500,0.00171,3.30000,-2.30000,-10.60000,1.77000,-1.97000,0.29000,0.00000,22.30000,0.00000
1.14700,0.00171,3.30000,-2.30000,-10.60000,1.61000,-2.08000,0.27000,0.00000,22.30000,0.00000
1.14800,0.00170,3.30000,-2.30000,-10.80000,1.39000,-2.15000,0.26000,0.00000,22.30000,0.00000
1.16800,0.01941,3.30000,-2.30000,-10.80000,1.13000,-2.18000,0.23000,0.20000,22.30000,0.00000
1.17000,0.00171,3.20000,-2.80000,-8.70000,-1.92000,-1.46000,-0.05000,0.20000,22.30000,0.00000
1.17100,0.00171,3.10000,-2.80000,-8.10000,-1.95000,-1.43000,-0.05000,0.20000,22.30000,0.00000
1.17300,0.00171,3.10000,-2.90000,-7.80000,-1.94000,-1.40000,-0.04000,0.20000,22.30000,0.00000
1.17500,0.00171,2.90000,-2.90000,-7.40000,-1.91000,-1.41000,-0.04000,0.20000,22.30000,0.00000
1.17600,0.00171,2.90000,-3.00000,-7.10000,-1.82000,-1.44000,-0.02000,0.20000,22.30000,0.00000
1.17800,0.00170,2.90000,-3.10000,-6.70000,-1.70000,-1.48000,0.00000,0.20000,22.30000,0.00000
1.18000,0.00171,2.90000,-3.10000,-6.40000,-1.52000,-1.48000,0.03000,0.20000,22.30000,0.00000
1.18200,0.00171,2.90000,-3.00000,-6.30000,-1.30000,-1.50000,0.07000,0.20000,22.30000,0.00000
1.18300,0.00171,2.90000,-3.10000,-6.10000,-1.07000,-1.48000,0.10000,0.20000,22.30000,0.00000
1.20300,0.01941,2.80000,-3.10000,-5.90000,-0.84000,-1.46000,0.13000,0.00000,22.30000,0.00000
1.20400,0.00171,3.10000,-3.00000,-6.60000,1.54000,-2.20000,0.10000,0.00000,22.30000,0.00000
1.20600,0.00171,3.00000,-3.10000,-6.80000,1.60000,-2.27000,0.09000,0.00000,22.30000,0.00000
1.20800,0.00171,3.10000,-3.00000,-7.00000,1.65000,-2.33000,0.07000,0.00000,22.30000,0.00000
1.20900,0.00171,3.00000,-2.90000,-7.30000,1.70000,-2.36000,0.04000,0.00000,22.30000,0.00000
1.21100,0.00171,3.10000,-2.90000,-7.20000,1.73000,-2.36000,0.07000,0.00000,22.30000,0.00000
1.21300,0.00171,3.00000,-2.90000,-7.40000,1.75000,-2.33000,0.06000,0.00000,22.30000,0.00000
1.21500,0.00171,3.00000,-2.90000,-7.60000,1.73000,-2.28000,0.08000,0.00000,22.30000,0.00000
1.21600,0.00171,3.00000,-2.80000,-7.80000,1.78000,-2.19000,0.11000,0.00000,22.30000,0.00000
1.21800,0.00171,2.90000,-2.80000,-7.80000,1.76000,-2.11000,0.14000,0.00000,22.30000,0.00000
1.23700,0.01941,3.00000,-2.80000,-7.90000,1.73000,-2.08000,0.19000,0.70000,22.30000,0.00000
1.23900,0.00171,3.30000,-2.60000,-8.70000,1.04000,-2.22000,0.36000,0.70000,22.30000,0.00000
1.24100,0.00170,3.40000,-2.70000,-8.70000,0.97000,-2.23000,0.34000,0.70000,22.30000,0.00000
1.24300,0.00171,3.40000,-2.60000,-8.70000,0.92000,-2.23000,0.31000,0.70000,22.30000,0.00000
1.24400,0.00171,3.40000,-2.60000,-8.70000,0.88000,-2.25000,0.28000,0.70000,22.30000,0.00000
1.24600,0.00171,3.40000,-2.60000,-8.70000,0.84000,-2.24000,0.28000,0.70000,22.30000,0.00000
1.24800,0.00171,3.40000,-2.60000,-8.70000,0.81000,-2.23000,0.27000,0.70000,22.30000,0.00000
1.24900,0.00171,3.40000,-2.60000,-8.70000,0.77000,-2.22000,0.25000,0.70000,22.30000,0.00000
1.25100,0.00170,3.50000,-2.60000,-8.60000,0.72000,-2.23000,0.22000,0.70000,22.30000,0.00000
1.25300,0.00171,3.50000,-2.60000,-8.60000,0.67000,-2.28000,0.21000,0.70000,22.30000,0.00000
1.27200,0.01941,3.50000,-2.60000,-8.60000,0.62000,-2.32000,0.19000,0.50000,22.30000,0.00000
1.27400,0.00171,3.50000,-2.70000,-8.20000,0.00000,-1.92000,0.12000,0.50000,22.30000,0.00000
1.27600,0.00171,3.50000,-2.70000,-8.10000,-0.01000,-1.87000,0.11000,0.50000,22.30000,0.00000
1.27700,0.00171,3.50000,-2.70000,-8.10000,-0.07000,-1.86000,0.09000,0.50000,22.30000,0.00000
1.27900,0.00171,3.50000,-2.70000,-7.90000,-0.09000,-1.84000,0.09000,0.50000,22.30000,0.00000
1.28100,0.00171,3.50000,-2.70000,-8.00000,-0.10000,-1.83000,0.06000,0.50000,22.30000,0.00000
1.28200,0.00171,3.50000,-2.80000,-7.80000,-0.12000,-1.84000,0.07000,0.50000,22.30000,0.00000
1.28400,0.00171,3.50000,-2.70000,-7.70000,-0.14000,-1.81000,0.06000,0.50000,22.30000,0.00000
1.28600,0.00170,3.40000,-2.80000,-7.70000,-0.11000,-1.80000,0.06000,0.50000,22.30000,0.00000
1.28800,0.00171,3.50000,-2.80000,-7.60000,-0.11000,-1.77000,0.06000,0.50000,22.30000,0.00000
1.30700,0.01941,3.50000,-2.80000,-7.60000,-0.09000,-1.76000,0.06000,-0.20000,22.30000,0.00000
1.30900,0.00170,3.30000,-2.90000,-6.80000,0.46000,-1.50000,0.06000,-0.20000,22.30000,0.00000
1.31000,0.00171,3.20000,-2.90000,-6.80000,0.56000,-1.51000,0.07000,-0.20000,22.30000,0.00000
1.31200,0.00171,3.20000,-2.80000,-6.90000,0.64000,-1.50000,0.08000,-0.20000,22.30000,0.00000
1.31400,0.00170,3.10000,-2.90000,-6.80000,0.75000,-1.51000,0.09000,-0.20000,22.30000,0.00000
1.31500,0.00170,3.10000,-2.90000,-6.90000,0.82000,-1.54000,0.10000,-0.20000,22.30000,0.00000
1.31700,0.00171,3.20000,-2.90000,-6.80000,0.93000,-1.55000,0.15000,-0.20000,22.30000,0.00000
1.31900,0.00171,3.20000,-2.80000,-6.90000,1.03000,-1.57000,0.17000,-0.20000,22.30000,0.00000
1.32100,0.00171,3.10000,-2.90000,-6.80000,1.12000,-1.61000,0.18000,-0.20000,22.30000,0.00000
1.32200,0.00171,3.10000,-2.80000,-6.80000,1.27000,-1.69000,0.24000,-0.20000,22.30000,0.00000
1.34200,0.01941,3.10000,-2.80000,-6.90000,1.37000,-1.75000,0.28000,0.50000,22.30000,0.00000
1.34300,0.00171,3.60000,-2.50000,-8.10000,1.81000,-2.31000,0.44000,0.50000,22.30000,0.00000
1.34500,0.00171,3.60000,-2.70000,-8.20000,1.78000,-2.33000,0.42000,0.50000,22.30000,0.00000
1.34700,0.00171,3.60000,-2.50000,-8.30000,1.74000,-2.31000,0.40000,0.50000,22.30000,0.00000
1.34900,0.00171,3.70000,-2.60000,-8.50000,1.69000,-2.33000,0.38000,0.50000,22.30000,0.00000
1.35000,0.00171,3.70000,-2.60000,-8.60000,1.60000,-2.34000,0.35000,0.50000,22.30000,0.00000
1.35200,0.00171,3.70000,-2.50000,-8.60000,1.53000,-2.35000,0.34000,0.50000,22.30000,0.00000
1.35400,0.00171,3.70000,-2.60000,-8.60000,1.44000,-2.38000,0.31000,0.50000,22.30000,0.00000
1.35500,0.00171,3.80000,-2.50000,-8.80000,1.31000,-2.40000,0.29000,0.50000,22.30000,0.00000
1.35700,0.00171,3.80000,-2.60000,-8.80000,1.21000,-2.44000,0.29000,0.50000,22.30000,0.00000
1.37600,0.01941,3.80000,-2.50000,-8.80000,1.09000,-2.47000,0.28000,0.20000,22.30000,0.00000
1.37800,0.00170,3.80000,-2.60000,-8.10000,0.15000,-2.47000,0.03000,0.20000,22.30000,0.00000
1.38000,0.00171,3.70000,-2.50000,-8.00000,0.12000,-2.52000,0.03000,0.20000,22.30000,0.00000
1.38200,0.00170,3.80000,-2.50000,-7.80000,0.10000,-2.63000,0.03000,0.20000,22.30000,0.00000
1.38300,0.00171,3.80000,-2.60000,-7.90000,0.10000,-2.72000,-0.01000,0.20000,22.30000,0.00000
1.38500,0.00171,3.80000,-2.60000,-7.80000,0.11000,-2.81000,0.00000,0.20000,22.30000,0.00000
1.38700,0.00171,3.80000,-2.60000,-7.70000,0.10000,-2.88000,0.00000,0.20000,22.30000,0.00000
1.38800,0.00171,3.80000,-2.60000,-7.50000,0.14000,-2.95000,0.00000,0.20000,22.30000,0.00000
1.39000,0.00171,3.80000,-2.60000,-7.50000,0.20000,-2.98000,-0.02000,0.20000,22.30000,0.00000
1.39200,0.00171,3.80000,-2.60000,-7.50000,0.25000,-3.01000,-0.04000,0.20000,22.30000,0.00000
1.41100,0.01941,3.80000,-2.60000,-7.30000,0.31000,-3.08000,-0.03000,0.50000,22.30000,0.00000
1.41300,0.00171,3.70000,-2.60000,-7.40000,0.96000,-3.02000,-0.01000,0.50000,22.30000,0.00000
1.41500,0.00171,3.70000,-2.60000,-7.30000,0.98000,-2.98000,0.01000,0.50000,22.30000,0.00000
1.41600,0.00171,3.70000,-2.70000,-7.50000,0.97000,-2.96000,0.01000,0.50000,22.30000,0.00000
1.41800,0.00171,3.70000,-2.70000,-7.50000,0.96000,-2.93000,0.04000,0.50000,22.30000,0.00000
1.42000,0.00171,3.70000,-2.60000,-7.50000,0.93000,-2.83000,0.06000,0.50000,22.30000,0.00000
1.42100,0.00171,3.70000,-2.60000,-7.60000,0.91000,-2.74000,0.09000,0.50000,22.30000,0.00000
1.42300,0.00171,3.80000,-2.60000,-7.50000,0.87000,-2.64000,0.08000,0.50000,22.30000,0.00000
1.42500,0.00170,3.70000,-2.70000,-7.60000,0.86000,-2.63000,0.12000,0.50000,22.30000,0.00000
1.42700,0.00171,3.70000,-2.70000,-7.50000,0.84000,-2.61000,0.15000,0.50000,22.30000,0.00000
1.44600,0.01941,3.70000,-2.70000,-7.50000,0.81000,-2.58000,0.14000,0.70000,22.30000,0.00000
1.44800,0.00170,3.70000,-2.60000,-7.10000,1.03000,-2.39000,0.31000,0.70000,22.30000,0.00000
1.44900,0.00171,3.80000,-2.60000,-7.10000,1.12000,-2.42000,0.34000,0.70000,22.30000,0.00000
1.45100,0.00171,3.80000,-2.60000,-7.10000,1.15000,-2.42000,0.34000,0.70000,22.30000,0.00000
1.45300,0.00171,3.80000,-2.70000,-7.10000,1.20000,-2.41000,0.36000,0.70000,22.30000,0.00000
1.45500,0.00171,3.80000,-2.70000,-7.20000,1.26000,-2.46000,0.38000,0.70000,22.30000,0.00000
1.45600,0.00171,3.80000,-2.60000,-7.30000,1.30000,-2.49000,0.40000,0.70000,22.30000,0.00000
1.45800,0.00171,3.90000,-2.60000,-7.30000,1.33000,-2.56000,0.40000,0.70000,22.30000,0.00000
1.46000,0.00171,3.90000,-2.50000,-7.30000,1.37000,-2.61000,0.40000,0.70000,22.30000,0.00000
1.46100,0.00171,3.90000,-2.50000,-7.40000,1.39000,-2.62000,0.42000,0.70000,22.30000,0.00000
1.48100,0.01941,3.90000,-2.50000,-7.40000,1.40000,-2.69000,0.42000,0.00000,22.30000,0.00000
1.48200,0.00171,4.30000,-2.40000,-8.10000,1.26000,-2.99000,0.25000,0.00000,22.30000,0.00000
1.48400,0.00171,4.30000,-2.40000,-8.10000,1.22000,-3.02000,0.23000,0.00000,22.30000,0.00000
1.48600,0.00170,4.30000,-2.30000,-8.20000,1.18000,-3.08000,0.20000,0.00000,22.30000,0.00000
1.48800,0.00170,4.30000,-2.40000,-8.20000,1.09000,-3.10000,0.18000,0.00000,22.30000,0.00000
1.48900,0.00171,4.40000,-2.30000,-8.20000,1.02000,-3.08000,0.15000,0.00000,22.30000,0.00000
1.49100,0.00171,4.40000,-2.40000,-8.30000,0.94000,-3.02000,0.12000,0.00000,22.30000,0.00000
1.49300,0.00170,4.40000,-2.30000,-8.20000,0.86000,-3.00000,0.10000,0.00000,22.30000,0.00000
1.49400,0.00171,4.40000,-2.50000,-8.20000,0.76000,-2.95000,0.08000,0.00000,22.30000,0.00000
1.49600,0.00171,4.50000,-2.40000,-8.10000,0.69000,-2.88000,0.04000,0.00000,22.30000,0.00000
1.51500,0.01941,4.40000,-2.40000,-8.10000,0.59000,-2.85000,0.03000,-0.20000,22.30000,0.00000
1.51700,0.00171,4.10000,-2.50000,-7.30000,0.36000,-2.85000,-0.10000,-0.20000,22.30000,0.00000
1.51900,0.00170,4.10000,-2.60000,-7.20000,0.40000,-2.88000,-0.09000,-0.20000,22.30000,0.00000
1.52100,0.00170,4.20000,-2.50000,-7.10000,0.44000,-2.90000,-0.08000,-0.20000,22.30000,0.00000
1.52200,0.00171,4.10000,-2.50000,-7.10000,0.48000,-2.92000,-0.07000,-0.20000,22.30000,0.00000
1.52400,0.00171,4.10000,-2.50000,-7.20000,0.51000,-2.89000,-0.04000,-0.20000,22.30000,0.00000
1.52600,0.00171,4.20000,-2.50000,-7.10000,0.58000,-2.86000,-0.03000,-0.20000,22.30000,0.00000
1.52700,0.00171,4.10000,-2.50000,-7.10000,0.62000,-2.83000,-0.03000,-0.20000,22.30000,0.00000
1.52900,0.00171,4.20000,-2.50000,-7.20000,0.66000,-2.78000,-0.02000,-0.20000,22.30000,0.00000
1.53100,0.00170,4.20000,-2.50000,-7.10000,0.68000,-2.67000,0.00000,-0.20000,22.30000,0.00000
1.55000,0.01941,4.20000,-2.50000,-7.20000,0.72000,-2.57000,0.03000,0.20000,22.30000,0.00000
1.55200,0.00170,4.00000,-2.50000,-7.00000,0.83000,-2.19000,0.14000,0.20000,22.30000,0.00000
1.55400,0.00170,3.90000,-2.50000,-7.00000,0.86000,-2.14000,0.16000,0.20000,22.30000,0.00000
1.55500,0.00171,3.80000,-2.60000,-7.00000,0.86000,-2.15000,0.20000,0.20000,22.30000,0.00000
1.55700,0.00171,3.90000,-2.50000,-6.90000,0.92000,-2.19000,0.25000,0.20000,22.30000,0.00000
1.55900,0.00170,3.80000,-2.50000,-7.00000,0.93000,-2.21000,0.31000,0.20000,22.30000,0.00000
1.56000,0.00171,3.90000,-2.50000,-7.00000,0.97000,-2.23000,0.36000,0.20000,22.30000,0.00000
1.56200,0.00171,3.80000,-2.50000,-7.00000,1.01000,-2.22000,0.39000,0.20000,22.30000,0.00000
1.56400,0.00171,3.80000,-2.40000,-7.10000,1.04000,-2.22000,0.43000,0.20000,22.30000,0.00000
1.56600,0.00171,4.00000,-2.50000,-7.10000,1.06000,-2.22000,0.50000,0.20000,22.30000,0.00000
1.58500,0.01941,4.00000,-2.50000,-7.20000,1.08000,-2.22000,0.54000,0.00000,22.30000,0.00000
1.58700,0.00171,4.50000,-2.30000,-7.50000,1.14000,-2.17000,0.74000,0.00000,22.30000,0.00000
1.58800,0.00170,4.60000,-2.30000,-7.50000,1.15000,-2.13000,0.71000,0.00000,22.30000,0.00000
1.59000,0.00171,4.60000,-2.20000,-7.60000,1.14000,-2.12000,0.70000,0.00000,22.30000,0.00000
1.59200,0.00171,4.60000,-2.40000,-7.70000,1.11000,-2.11000,0.70000,0.00000,22.30000,0.00000
1.59400,0.00171,4.70000,-2.30000,-7.70000,1.11000,-2.09000,0.69000,0.00000,22.30000,0.00000
1.59500,0.00171,4.80000,-2.20000,-7.80000,1.09000,-2.09000,0.67000,0.00000,22.30000,0.00000
1.59700,0.00171,4.80000,-2.30000,-7.80000,1.05000,-2.11000,0.65000,0.00000,22.30000,0.00000
1.59900,0.00171,4.80000,-2.20000,-7.80000,1.01000,-2.06000,0.62000,0.00000,22.30000,0.00000
1.60000,0.00171,4.80000,-2.20000,-8.00000,0.98000,-2.03000,0.60000,0.00000,22.30000,0.00000
1.62000,0.01941,4.90000,-2.20000,-8.20000,0.93000,-2.05000,0.57000,1.20000,22.40000,0.00000
1.62100,0.00170,5.20000,-2.20000,-8.20000,-0.04000,-1.75000,0.12000,1.20000,22.40000,0.00000
1.62300,0.00171,5.10000,-2.20000,-8.20000,-0.14000,-1.69000,0.06000,1.20000,22.40000,0.00000
1.62500,0.00171,5.20000,-2.20000,-8.20000,-0.24000,-1.63000,0.02000,1.20000,22.40000,0.00000
1.62700,0.00170,5.10000,-2.20000,-8.10000,-0.32000,-1.56000,-0.01000,1.20000,22.40000,0.00000
1.62800,0.00171,5.10000,-2.30000,-8.10000,-0.38000,-1.51000,-0.07000,1.20000,22.40000,0.00000
1.63000,0.00171,5.10000,-2.30000,-8.00000,-0.45000,-1.45000,-0.11000,1.20000,22.40000,0.00000
1.63200,0.00171,5.00000,-2.20000,-8.00000,-0.52000,-1.39000,-0.15000,1.20000,22.40000,0.00000
1.63300,0.00171,5.10000,-2.20000,-7.90000,-0.56000,-1.34000,-0.20000,1.20000,22.40000,0.00000
1.63500,0.00171,5.00000,-2.20000,-8.00000,-0.61000,-1.28000,-0.23000,1.20000,22.40000,0.00000
1.65500,0.01941,5.00000,-2.30000,-7.80000,-0.65000,-1.22000,-0.26000,0.50000,22.40000,0.00000
1.65600,0.00170,4.70000,-2.30000,-7.20000,-0.90000,-0.56000,-0.41000,0.50000,22.40000,0.00000
1.65800,0.00171,4.70000,-2.40000,-7.20000,-0.90000,-0.52000,-0.41000,0.50000,22.40000,0.00000
1.66000,0.00170,4.70000,-2.40000,-7.00000,-0.89000,-0.50000,-0.41000,0.50000,22.40000,0.00000
1.66100,0.00171,4.60000,-2.40000,-7.10000,-0.89000,-0.47000,-0.38000,0.50000,22.40000,0.00000
1.66300,0.00170,4.60000,-2.40000,-7.10000,-0.89000,-0.42000,-0.36000,0.50000,22.40000,0.00000
1.66500,0.00171,4.60000,-2.40000,-7.10000,-0.90000,-0.36000,-0.34000,0.50000,22.40000,0.00000
1.66600,0.00170,4.60000,-2.40000,-7.10000,-0.87000,-0.32000,-0.36000,0.50000,22.40000,0.00000
1.66800,0.00170,4.60000,-2.40000,-7.00000,-0.85000,-0.27000,-0.34000,0.50000,22.40000,0.00000
1.67000,0.00170,4.60000,-2.40000,-6.90000,-0.83000,-0.24000,-0.33000,0.50000,22.40000,0.00000
1.68900,0.01941,4.50000,-2.60000,-6.90000,-0.82000,-0.20000,-0.32000,0.20000,22.40000,0.00000
1.69100,0.00171,4.50000,-2.50000,-7.10000,-0.61000,0.45000,-0.22000,0.20000,22.40000,0.00000
1.69300,0.00170,4.50000,-2.50000,-7.10000,-0.59000,0.54000,-0.21000,0.20000,22.40000,0.00000
1.69400,0.00170,4.40000,-2.50000,-7.10000,-0.59000,0.67000,-0.20000,0.20000,22.40000,0.00000
1.69600,0.00170,4.40000,-2.50000,-7.10000,-0.61000,0.76000,-0.19000,0.20000,22.40000,0.00000
1.69800,0.00170,4.50000,-2.60000,-7.10000,-0.64000,0.76000,-0.19000,0.20000,22.40000,0.00000
1.70000,0.00171,4.40000,-2.60000,-7.10000,-0.65000,0.77000,-0.17000,0.20000,22.40000,0.00000
1.70100,0.00170,4.40000,-2.60000,-7.10000,-0.68000,0.80000,-0.17000,0.20000,22.40000,0.00000
1.70300,0.00171,4.30000,-2.60000,-7.00000,-0.68000,0.90000,-0.17000,0.20000,22.40000,0.00000
1.70500,0.00170,4.40000,-2.60000,-7.10000,-0.68000,1.00000,-0.16000,0.20000,22.40000,0.00000
1.72400,0.01941,4.30000,-2.60000,-7.00000,-0.67000,1.14000,-0.14000,0.20000,22.30000,0.00000
1.72600,0.00170,4.30000,-2.60000,-6.80000,-0.34000,1.73000,0.26000,0.20000,22.30000,0.00000
1.72700,0.00171,4.20000,-2.60000,-6.80000,-0.30000,1.82000,0.27000,0.20000,22.30000,0.00000
1.72900,0.00170,4.30000,-2.60000,-6.70000,-0.25000,1.85000,0.29000,0.20000,22.30000,0.00000
1.73100,0.00171,4.30000,-2.60000,-6.80000,-0.20000,1.94000,0.32000,0.20000,22.30000,0.00000
1.73300,0.00170,4.30000,-2.60000,-6.80000,-0.14000,2.03000,0.33000,0.20000,22.30000,0.00000
1.73400,0.00171,4.30000,-2.60000,-6.90000,-0.10000,2.06000,0.32000,0.20000,22.30000,0.00000
1.73600,0.00170,4.30000,-2.60000,-6.90000,-0.07000,2.07000,0.35000,0.20000,22.30000,0.00000
1.73800,0.00171,4.30000,-2.50000,-6.90000,-0.04000,2.07000,0.35000,0.20000,22.30000,0.00000
1.73900,0.00170,4.30000,-2.60000,-6.90000,-0.01000,2.06000,0.35000,0.20000,22.30000,0.00000
1.75900,0.01941,4.30000,-2.60000,-7.00000,0.00000,2.05000,0.36000,0.20000,22.40000,0.00000
1.76100,0.00170,4.30000,-2.50000,-7.40000,0.03000,2.14000,0.50000,0.20000,22.40000,0.00000
1.76200,0.00171,4.30000,-2.50000,-7.40000,0.04000,2.07000,0.51000,0.20000,22.40000,0.00000
1.76400,0.00170,4.40000,-2.50000,-7.30000,0.06000,1.98000,0.53000,0.20000,22.40000,0.00000
1.76600,0.00171,4.40000,-2.50000,-7.30000,0.04000,1.87000,0.56000,0.20000,22.40000,0.00000
1.76700,0.00170,4.40000,-2.50000,-7.40000,0.04000,1.73000,0.54000,0.20000,22.40000,0.00000
1.76900,0.00171,4.40000,-2.40000,-7.40000,0.06000,1.59000,0.56000,0.20000,22.40000,0.00000
1.77100,0.00170,4.40000,-2.50000,-7.50000,0.04000,1.48000,0.56000,0.20000,22.40000,0.00000
1.77200,0.00171,4.50000,-2.40000,-7.60000,0.05000,1.37000,0.53000,0.20000,22.40000,0.00000
1.77400,0.00170,4.60000,-2.50000,-7.50000,0.06000,1.30000,0.51000,0.20000,22.40000,0.00000
1.79400,0.01941,4.60000,-2.50000,-7.50000,0.04000,1.24000,0.47000,0.20000,22.30000,0.00000
1.79500,0.00170,4.50000,-2.40000,-7.70000,-0.15000,0.93000,0.13000,0.20000,22.30000,0.00000
1.79700,0.00171,4.30000,-2.40000,-7.70000,-0.20000,0.94000,0.14000,0.20000,22.30000,0.00000
1.79900,0.00170,4.30000,-2.50000,-7.70000,-0.23000,0.94000,0.15000,0.20000,22.30000,0.00000
1.80000,0.00170,4.30000,-2.50000,-7.60000,-0.28000,0.98000,0.18000,0.20000,22.30000,0.00000
1.80200,0.00170,4.30000,-2.50000,-7.60000,-0.31000,0.98000,0.18000,0.20000,22.30000,0.00000
1.80400,0.00171,4.30000,-2.50000,-7.50000,-0.36000,1.00000,0.21000,0.20000,22.30000,0.00000
1.80600,0.00171,4.20000,-2.60000,-7.40000,-0.37000,1.01000,0.23000,0.20000,22.30000,0.00000
1.80700,0.00170,4.20000,-2.50000,-7.30000,-0.39000,1.03000,0.24000,0.20000,22.30000,0.00000
1.80900,0.00170,4.20000,-2.50000,-7.30000,-0.40000,1.05000,0.26000,0.20000,22.30000,0.00000
1.82800,0.01941,4.20000,-2.50000,-7.10000,-0.40000,1.07000,0.30000,0.00000,22.30000,0.00000
1.83000,0.00170,4.30000,-2.60000,-6.60000,0.36000,0.61000,0.39000,0.00000,22.30000,0.00000
1.83200,0.00170,4.40000,-2.60000,-6.90000,0.46000,0.53000,0.34000,0.00000,22.30000,0.00000
1.83300,0.00170,4.40000,-2.60000,-6.90000,0.57000,0.46000,0.33000,0.00000,22.30000,0.00000
1.83500,0.00171,4.50000,-2.50000,-6.90000,0.60000,0.39000,0.29000,0.00000,22.30000,0.00000
1.83700,0.00170,4.50000,-2.60000,-7.00000,0.66000,0.36000,0.25000,0.00000,22.30000,0.00000
1.83900,0.00170,4.60000,-2.50000,-7.10000,0.70000,0.34000,0.21000,0.00000,22.30000,0.00000
1.84000,0.00170,4.50000,-2.50000,-7.30000,0.70000,0.29000,0.18000,0.00000,22.30000,0.00000
1.84200,0.00170,4.50000,-2.50000,-7.40000,0.68000,0.26000,0.15000,0.00000,22.30000,0.00000
