time [s],dt [s],aX [m/s^2],aY [m/s^2],aZ [m/s^2],gX [°/s],gY [°/s],gZ [°/s],alt [m],temp [C],placeholder
4.68900,0.00170,5.90000,-3.90000,-5.70000,0.21000,0.01000,0.24000,-0.10000,22.40000,0.00000
4.69000,0.00171,5.80000,-3.90000,-5.70000,0.25000,0.00000,0.23000,-0.10000,22.40000,0.00000
4.69200,0.00170,5.80000,-3.80000,-5.70000,0.25000,-0.03000,0.23000,-0.10000,22.40000,0.00000
4.69400,0.00170,5.80000,-3.90000,-5.80000,0.25000,-0.03000,0.22000,-0.10000,22.40000,0.00000
4.69500,0.00171,5.90000,-3.90000,-5.70000,0.24000,-0.03000,0.20000,-0.10000,22.40000,0.00000
4.69700,0.00170,5.80000,-3.90000,-5.80000,0.24000,-0.04000,0.20000,-0.10000,22.40000,0.00000
4.69900,0.00170,5.80000,-3.90000,-5.70000,0.23000,-0.04000,0.20000,-0.10000,22.40000,0.00000
4.71800,0.01941,5.80000,-3.90000,-5.80000,0.21000,-0.04000,0.21000,0.20000,22.40000,0.00000
4.72000,0.00170,5.70000,-3.90000,-5.60000,-0.03000,0.05000,0.18000,0.20000,22.40000,0.00000
4.72200,0.00171,5.70000,-3.90000,-5.50000,-0.02000,0.06000,0.17000,0.20000,22.40000,0.00000
4.72300,0.00170,5.80000,-3.90000,-5.50000,0.00000,0.10000,0.18000,0.20000,22.40000,0.00000
4.72500,0.00171,5.70000,-3.90000,-5.50000,0.01000,0.15000,0.19000,0.20000,22.40000,0.00000
4.72700,0.00170,5.80000,-4.00000,-5.50000,0.04000,0.17000,0.20000,0.20000,22.40000,0.00000
4.72900,0.00170,5.80000,-4.00000,-5.40000,0.07000,0.18000,0.19000,0.20000,22.40000,0.00000
4.73000,0.00171,5.80000,-3.90000,-5.40000,0.10000,0.18000,0.17000,0.20000,22.40000,0.00000
4.73200,0.00170,5.90000,-4.00000,-5.40000,0.14000,0.20000,0.16000,0.20000,22.40000,0.00000
4.73400,0.00170,5.90000,-4.00000,-5.40000,0.17000,0.17000,0.13000,0.20000,22.40000,0.00000
4.75300,0.01941,5.90000,-4.00000,-5.40000,0.20000,0.14000,0.12000,1.00000,22.40000,0.00000
4.75500,0.00170,5.60000,-3.90000,-5.60000,0.19000,0.21000,0.12000,1.00000,22.40000,0.00000
4.75600,0.00170,5.60000,-4.00000,-5.60000,0.19000,0.20000,0.12000,1.00000,22.40000,0.00000
4.75800,0.00170,5.60000,-3.90000,-5.60000,0.20000,0.17000,0.15000,1.00000,22.40000,0.00000
4.76000,0.00170,5.60000,-4.00000,-5.50000,0.21000,0.13000,0.18000,1.00000,22.40000,0.00000
4.76200,0.00170,5.60000,-3.90000,-5.60000,0.24000,0.11000,0.21000,1.00000,22.40000,0.00000
4.76300,0.00170,5.60000,-4.00000,-5.60000,0.26000,0.09000,0.21000,1.00000,22.40000,0.00000
4.76500,0.00170,5.70000,-3.90000,-5.60000,0.28000,0.07000,0.23000,1.00000,22.40000,0.00000
4.76700,0.00170,5.70000,-3.90000,-5.70000,0.31000,0.04000,0.24000,1.00000,22.40000,0.00000
4.76800,0.00171,5.70000,-3.90000,-5.70000,0.32000,0.03000,0.22000,1.00000,22.40000,0.00000
4.78800,0.01941,5.80000,-3.90000,-5.70000,0.34000,0.01000,0.23000,0.20000,22.40000,0.00000
4.78900,0.00171,5.90000,-3.90000,-5.90000,-0.07000,-0.03000,0.04000,0.20000,22.40000,0.00000
4.79100,0.00171,5.90000,-4.00000,-5.90000,-0.10000,-0.01000,0.02000,0.20000,22.40000,0.00000
4.79300,0.00170,5.90000,-3.90000,-5.80000,-0.12000,-0.02000,0.00000,0.20000,22.40000,0.00000
4.79500,0.00171,5.80000,-3.90000,-5.70000,-0.13000,0.00000,-0.02000,0.20000,22.40000,0.00000
4.79600,0.00171,5.80000,-3.90000,-5.70000,-0.13000,-0.03000,-0.04000,0.20000,22.40000,0.00000
4.79800,0.00170,5.80000,-3.90000,-5.70000,-0.11000,-0.05000,-0.03000,0.20000,22.40000,0.00000
4.80000,0.00170,5.80000,-3.90000,-5.60000,-0.07000,-0.07000,-0.03000,0.20000,22.40000,0.00000
4.80100,0.00171,5.70000,-3.90000,-5.50000,-0.04000,-0.07000,-0.02000,0.20000,22.40000,0.00000
4.80300,0.00171,5.70000,-3.90000,-5.50000,-0.03000,-0.09000,0.00000,0.20000,22.40000,0.00000
4.82300,0.01941,5.70000,-3.90000,-5.50000,0.01000,-0.09000,0.01000,-0.10000,22.40000,0.00000
4.82400,0.00170,5.60000,-3.90000,-5.70000,0.10000,-0.18000,0.11000,-0.10000,22.40000,0.00000
4.82600,0.00170,5.70000,-3.90000,-5.60000,0.09000,-0.14000,0.10000,-0.10000,22.40000,0.00000
4.82800,0.00171,5.70000,-3.90000,-5.60000,0.09000,-0.13000,0.11000,-0.10000,22.40000,0.00000
4.82900,0.00170,5.70000,-3.90000,-5.70000,0.08000,-0.14000,0.08000,-0.10000,22.40000,0.00000
4.83100,0.00171,5.70000,-3.90000,-5.70000,0.06000,-0.11000,0.08000,-0.10000,22.40000,0.00000
4.83300,0.00170,5.80000,-3.90000,-5.70000,0.06000,-0.09000,0.06000,-0.10000,22.40000,0.00000
4.83400,0.00171,5.80000,-3.90000,-5.60000,0.06000,-0.07000,0.07000,-0.10000,22.40000,0.00000
4.83600,0.00170,5.70000,-3.90000,-5.70000,0.06000,-0.04000,0.05000,-0.10000,22.40000,0.00000
4.83800,0.00171,5.70000,-3.90000,-5.60000,0.06000,-0.06000,0.03000,-0.10000,22.40000,0.00000
4.85700,0.01941,5.80000,-3.90000,-5.60000,0.06000,-0.06000,0.04000,0.50000,22.40000,0.00000
4.85900,0.00171,5.60000,-4.00000,-5.50000,0.09000,-0.01000,0.06000,0.50000,22.40000,0.00000
4.86100,0.00170,5.60000,-3.90000,-5.60000,0.10000,-0.04000,0.08000,0.50000,22.40000,0.00000
4.86200,0.00171,5.60000,-4.00000,-5.60000,0.12000,-0.09000,0.11000,0.50000,22.40000,0.00000
4.86400,0.00170,5.60000,-3.90000,-5.50000,0.12000,-0.10000,0.11000,0.50000,22.40000,0.00000
4.86600,0.00170,5.60000,-3.90000,-5.50000,0.12000,-0.14000,0.14000,0.50000,22.40000,0.00000
4.86800,0.00170,5.60000,-3.90000,-5.60000,0.11000,-0.15000,0.14000,0.50000,22.40000,0.00000
4.86900,0.00170,5.60000,-3.90000,-5.50000,0.12000,-0.15000,0.16000,0.50000,22.40000,0.00000
4.87100,0.00170,5.60000,-3.90000,-5.60000,0.12000,-0.13000,0.15000,0.50000,22.40000,0.00000
4.87300,0.00170,5.70000,-3.90000,-5.70000,0.11000,-0.09000,0.18000,0.50000,22.40000,0.00000
4.89200,0.01941,5.70000,-4.00000,-5.70000,0.11000,-0.07000,0.20000,-0.40000,22.40000,0.00000
4.89400,0.00171,5.80000,-4.00000,-5.50000,0.05000,0.00000,0.05000,-0.40000,22.40000,0.00000
4.89500,0.00171,5.70000,-4.00000,-5.50000,0.05000,-0.02000,0.04000,-0.40000,22.40000,0.00000
4.89700,0.00170,5.60000,-4.00000,-5.40000,0.08000,-0.03000,0.04000,-0.40000,22.40000,0.00000
4.89900,0.00170,5.60000,-4.00000,-5.40000,0.12000,-0.03000,0.04000,-0.40000,22.40000,0.00000
4.90100,0.00171,5.70000,-4.00000,-5.40000,0.15000,-0.02000,0.04000,-0.40000,22.40000,0.00000
4.90200,0.00170,5.60000,-4.00000,-5.40000,0.18000,-0.06000,0.07000,-0.40000,22.40000,0.00000
4.90400,0.00170,5.70000,-4.00000,-5.40000,0.24000,-0.06000,0.10000,-0.40000,22.40000,0.00000
4.90600,0.00170,5.60000,-4.00000,-5.40000,0.28000,-0.08000,0.10000,-0.40000,22.40000,0.00000
4.90700,0.00170,5.60000,-3.90000,-5.50000,0.32000,-0.08000,0.11000,-0.40000,22.40000,0.00000
4.92700,0.01941,5.60000,-4.00000,-5.50000,0.35000,-0.08000,0.14000,-0.10000,22.40000,0.00000
4.92900,0.00171,6.10000,-3.90000,-6.20000,0.15000,-0.16000,0.17000,-0.10000,22.40000,0.00000
4.93000,0.00170,6.00000,-3.80000,-6.20000,0.09000,-0.17000,0.10000,-0.10000,22.40000,0.00000
4.93200,0.00170,6.00000,-3.90000,-6.20000,0.01000,-0.15000,0.07000,-0.10000,22.40000,0.00000
4.93400,0.00170,6.00000,-3.90000,-6.20000,-0.04000,-0.14000,0.03000,-0.10000,22.40000,0.00000
4.93500,0.00171,6.10000,-3.90000,-6.20000,-0.10000,-0.10000,-0.01000,-0.10000,22.40000,0.00000
4.93700,0.00170,6.00000,-3.90000,-6.10000,-0.17000,-0.10000,-0.04000,-0.10000,22.40000,0.00000
4.93900,0.00170,5.90000,-3.90000,-6.00000,-0.23000,-0.06000,-0.08000,-0.10000,22.40000,0.00000
4.94000,0.00171,6.00000,-3.90000,-6.00000,-0.26000,-0.02000,-0.09000,-0.10000,22.40000,0.00000
4.94200,0.00170,5.90000,-3.90000,-5.80000,-0.31000,0.00000,-0.12000,-0.10000,22.40000,0.00000
4.96200,0.01941,5.90000,-3.90000,-5.80000,-0.34000,0.01000,-0.11000,0.70000,22.40000,0.00000
4.96300,0.00170,5.40000,-4.00000,-5.10000,-0.04000,0.08000,0.04000,0.70000,22.40000,0.00000
4.96500,0.00171,5.40000,-4.00000,-5.10000,0.03000,0.09000,0.07000,0.70000,22.40000,0.00000
4.96700,0.00170,5.30000,-4.00000,-5.00000,0.08000,0.08000,0.09000,0.70000,22.40000,0.00000
4.96800,0.00170,5.40000,-4.00000,-5.10000,0.15000,0.07000,0.10000,0.70000,22.40000,0.00000
4.97000,0.00171,5.50000,-4.00000,-5.10000,0.20000,0.06000,0.15000,0.70000,22.40000,0.00000
4.97200,0.00170,5.50000,-4.00000,-5.20000,0.27000,0.05000,0.17000,0.70000,22.40000,0.00000
4.97400,0.00170,5.40000,-4.00000,-5.10000,0.32000,0.01000,0.20000,0.70000,22.40000,0.00000
4.97500,0.00170,5.40000,-4.10000,-5.20000,0.36000,0.00000,0.23000,0.70000,22.40000,0.00000
4.97700,0.00171,5.50000,-4.00000,-5.20000,0.39000,0.00000,0.25000,0.70000,22.40000,0.00000
4.99600,0.01941,5.40000,-4.00000,-5.30000,0.42000,-0.03000,0.25000,-0.40000,22.40000,0.00000
4.99800,0.00170,5.60000,-3.90000,-5.80000,0.36000,-0.10000,0.31000,-0.40000,22.40000,0.00000
5.00000,0.00170,5.70000,-3.90000,-5.70000,0.32000,-0.11000,0.31000,-0.40000,22.40000,0.00000
5.00100,0.00171,5.70000,-3.90000,-5.80000,0.32000,-0.12000,0.34000,-0.40000,22.40000,0.00000
5.00300,0.00170,5.70000,-3.90000,-5.90000,0.31000,-0.14000,0.34000,-0.40000,22.40000,0.00000
5.00500,0.00170,5.70000,-3.90000,-5.90000,0.30000,-0.15000,0.36000,-0.40000,22.40000,0.00000
5.00700,0.00170,5.80000,-3.90000,-5.90000,0.29000,-0.15000,0.36000,-0.40000,22.40000,0.00000
5.00800,0.00170,5.80000,-3.90000,-5.90000,0.28000,-0.14000,0.34000,-0.40000,22.40000,0.00000
5.01000,0.00170,5.80000,-3.80000,-5.90000,0.28000,-0.17000,0.32000,-0.40000,22.40000,0.00000
5.01200,0.00171,5.90000,-3.90000,-5.90000,0.27000,-0.15000,0.30000,-0.40000,22.40000,0.00000
5.03100,0.01941,5.80000,-4.00000,-5.90000,0.25000,-0.17000,0.29000,0.00000,22.40000,0.00000
5.03300,0.00170,5.80000,-3.90000,-5.70000,-0.03000,-0.11000,0.11000,0.00000,22.40000,0.00000
5.03500,0.00170,5.80000,-3.90000,-5.80000,-0.04000,-0.10000,0.12000,0.00000,22.40000,0.00000
5.03600,0.00171,5.80000,-3.90000,-5.80000,-0.05000,-0.07000,0.12000,0.00000,22.40000,0.00000
5.03800,0.00171,5.80000,-3.90000,-5.60000,-0.06000,-0.04000,0.11000,0.00000,22.40000,0.00000
5.04000,0.00170,5.80000,-3.90000,-5.60000,-0.07000,-0.02000,0.10000,0.00000,22.40000,0.00000
5.04100,0.00171,5.80000,-4.00000,-5.60000,-0.06000,-0.04000,0.12000,0.00000,22.40000,0.00000
5.04300,0.00170,5.80000,-4.00000,-5.50000,-0.07000,-0.01000,0.12000,0.00000,22.40000,0.00000
5.04500,0.00171,5.80000,-3.90000,-5.40000,-0.06000,0.00000,0.11000,0.00000,22.40000,0.00000
5.04600,0.00171,5.80000,-3.90000,-5.40000,-0.02000,-0.01000,0.09000,0.00000,22.40000,0.00000
5.06600,0.01941,5.80000,-4.00000,-5.40000,-0.01000,-0.01000,0.11000,0.20000,22.40000,0.00000
5.06800,0.00170,5.60000,-4.00000,-5.30000,0.32000,0.10000,0.18000,0.20000,22.40000,0.00000
5.06900,0.00170,5.60000,-4.00000,-5.30000,0.32000,0.11000,0.18000,0.20000,22.40000,0.00000
5.07100,0.00170,5.60000,-4.00000,-5.30000,0.36000,0.12000,0.19000,0.20000,22.40000,0.00000
5.07300,0.00171,5.60000,-4.00000,-5.30000,0.39000,0.14000,0.20000,0.20000,22.40000,0.00000
5.07400,0.00170,5.50000,-4.00000,-5.30000,0.40000,0.15000,0.23000,0.20000,22.40000,0.00000
5.07600,0.00170,5.50000,-3.90000,-5.40000,0.42000,0.17000,0.26000,0.20000,22.40000,0.00000
5.07800,0.00171,5.60000,-4.00000,-5.30000,0.43000,0.17000,0.26000,0.20000,22.40000,0.00000
5.08000,0.00170,5.50000,-4.00000,-5.30000,0.45000,0.12000,0.26000,0.20000,22.40000,0.00000
5.08100,0.00170,5.50000,-4.00000,-5.30000,0.45000,0.12000,0.26000,0.20000,22.40000,0.00000
5.10100,0.01941,5.50000,-3.90000,-5.30000,0.47000,0.10000,0.28000,0.00000,22.40000,0.00000
5.10200,0.00170,5.50000,-3.90000,-5.40000,0.69000,0.17000,0.47000,0.00000,22.40000,0.00000
5.10400,0.00170,5.50000,-3.90000,-5.50000,0.78000,0.08000,0.46000,0.00000,22.40000,0.00000
5.10600,0.00171,5.50000,-3.90000,-5.50000,0.83000,0.01000,0.46000,0.00000,22.40000,0.00000
5.10700,0.00170,5.60000,-3.90000,-5.50000,0.90000,-0.03000,0.45000,0.00000,22.40000,0.00000
5.10900,0.00170,5.60000,-4.00000,-5.60000,0.95000,-0.08000,0.45000,0.00000,22.40000,0.00000
5.11100,0.00170,5.70000,-3.90000,-5.80000,0.99000,-0.16000,0.45000,0.00000,22.40000,0.00000
5.11300,0.00170,5.80000,-3.90000,-5.80000,1.06000,-0.19000,0.43000,0.00000,22.40000,0.00000
5.11400,0.00171,5.80000,-3.90000,-6.00000,1.09000,-0.25000,0.41000,0.00000,22.40000,0.00000
5.11600,0.00170,5.80000,-3.90000,-6.10000,1.09000,-0.29000,0.40000,0.00000,22.40000,0.00000
5.13500,0.01941,5.90000,-3.80000,-6.30000,1.11000,-0.34000,0.39000,0.00000,22.40000,0.00000
5.13700,0.00170,6.40000,-3.70000,-7.50000,-0.21000,-0.37000,0.01000,0.00000,22.40000,0.00000
5.13900,0.00170,6.50000,-3.70000,-7.30000,-0.40000,-0.37000,-0.09000,0.00000,22.40000,0.00000
5.14000,0.00170,6.50000,-3.70000,-7.30000,-0.57000,-0.36000,-0.17000,0.00000,22.40000,0.00000
5.14200,0.00171,6.50000,-3.60000,-7.30000,-0.74000,-0.36000,-0.25000,0.00000,22.40000,0.00000
5.14400,0.00170,6.50000,-3.70000,-7.10000,-0.89000,-0.39000,-0.31000,0.00000,22.40000,0.00000
5.14600,0.00171,6.40000,-3.70000,-6.90000,-1.00000,-0.38000,-0.39000,0.00000,22.40000,0.00000
5.14700,0.00171,6.40000,-3.70000,-6.70000,-1.11000,-0.39000,-0.43000,0.00000,22.40000,0.00000
5.14900,0.00171,6.40000,-3.70000,-6.60000,-1.20000,-0.40000,-0.50000,0.00000,22.40000,0.00000
5.15100,0.00171,6.40000,-3.80000,-6.30000,-1.25000,-0.43000,-0.56000,0.00000,22.40000,0.00000
5.17000,0.01941,6.20000,-3.80000,-6.10000,-1.28000,-0.41000,-0.60000,1.00000,22.40000,0.00000
5.17200,0.00170,5.50000,-4.00000,-4.70000,-0.50000,-0.37000,-0.46000,1.00000,22.40000,0.00000
5.17400,0.00171,5.50000,-4.10000,-4.60000,-0.39000,-0.36000,-0.42000,1.00000,22.40000,0.00000
5.17500,0.00170,5.50000,-4.00000,-4.70000,-0.28000,-0.39000,-0.36000,1.00000,22.40000,0.00000
5.17700,0.00170,5.50000,-4.00000,-4.70000,-0.18000,-0.40000,-0.33000,1.00000,22.40000,0.00000
5.17900,0.00170,5.50000,-4.00000,-4.70000,-0.09000,-0.42000,-0.32000,1.00000,22.40000,0.00000
5.18000,0.00170,5.50000,-4.00000,-4.70000,-0.01000,-0.42000,-0.32000,1.00000,22.40000,0.00000
5.18200,0.00170,5.50000,-4.10000,-4.80000,0.02000,-0.44000,-0.30000,1.00000,22.40000,0.00000
5.18400,0.00171,5.50000,-4.10000,-4.80000,0.07000,-0.46000,-0.29000,1.00000,22.40000,0.00000
5.18500,0.00170,5.50000,-4.00000,-5.00000,0.14000,-0.48000,-0.29000,1.00000,22.40000,0.00000
5.20500,0.01941,5.60000,-4.00000,-5.10000,0.16000,-0.49000,-0.28000,0.00000,22.40000,0.00000
5.20700,0.00170,5.70000,-4.00000,-5.90000,0.26000,-0.58000,-0.28000,0.00000,22.40000,0.00000
5.20800,0.00170,5.70000,-3.90000,-6.00000,0.23000,-0.62000,-0.30000,0.00000,22.40000,0.00000
5.21000,0.00171,5.70000,-3.90000,-6.00000,0.18000,-0.60000,-0.29000,0.00000,22.40000,0.00000
5.21200,0.00170,5.80000,-3.90000,-6.10000,0.10000,-0.59000,-0.29000,0.00000,22.40000,0.00000
5.21300,0.00171,5.80000,-3.90000,-6.10000,0.06000,-0.57000,-0.31000,0.00000,22.40000,0.00000
5.21500,0.00170,5.80000,-3.90000,-6.10000,-0.01000,-0.45000,-0.31000,0.00000,22.40000,0.00000
5.21700,0.00171,5.90000,-3.90000,-6.20000,-0.10000,-0.26000,-0.34000,0.00000,22.40000,0.00000
5.21900,0.00170,5.80000,-4.00000,-6.20000,-0.14000,-0.24000,-0.38000,0.00000,22.40000,0.00000
5.22000,0.00171,5.80000,-3.90000,-5.90000,-0.15000,-0.35000,-0.41000,0.00000,22.40000,0.00000
5.24000,0.01941,5.70000,-4.00000,-5.80000,-0.17000,-0.53000,-0.43000,0.00000,22.50000,0.00000
5.24100,0.00170,5.40000,-4.00000,-5.40000,-0.39000,-0.46000,-0.34000,0.00000,22.50000,0.00000
5.24300,0.00171,5.30000,-4.00000,-5.40000,-0.39000,-0.43000,-0.29000,0.00000,22.50000,0.00000
5.24500,0.00170,5.40000,-4.00000,-5.30000,-0.36000,-0.41000,-0.23000,0.00000,22.50000,0.00000
5.24600,0.00171,5.40000,-4.00000,-5.30000,-0.32000,-0.37000,-0.20000,0.00000,22.50000,0.00000
5.24800,0.00171,5.40000,-4.00000,-5.30000,-0.32000,-0.32000,-0.14000,0.00000,22.50000,0.00000
5.25000,0.00170,5.30000,-4.00000,-5.20000,-0.29000,-0.27000,-0.09000,0.00000,22.50000,0.00000
5.25200,0.00170,5.40000,-4.10000,-5.10000,-0.25000,-0.22000,-0.04000,0.00000,22.50000,0.00000
5.25300,0.00171,5.40000,-4.10000,-5.10000,-0.21000,-0.22000,-0.01000,0.00000,22.50000,0.00000
5.25500,0.00171,5.50000,-4.10000,-5.00000,-0.17000,-0.21000,0.00000,0.00000,22.50000,0.00000
5.27400,0.01941,5.50000,-4.10000,-5.10000,-0.14000,-0.18000,0.03000,0.20000,22.40000,0.00000
5.27600,0.00171,5.60000,-4.10000,-5.20000,0.18000,-0.12000,0.10000,0.20000,22.40000,0.00000
5.27800,0.00170,5.70000,-4.10000,-5.20000,0.17000,-0.08000,0.10000,0.20000,22.40000,0.00000
5.28000,0.00170,5.60000,-4.10000,-5.20000,0.15000,-0.06000,0.10000,0.20000,22.40000,0.00000
5.28100,0.00171,5.60000,-4.10000,-5.30000,0.14000,-0.03000,0.12000,0.20000,22.40000,0.00000
5.28300,0.00171,5.60000,-4.10000,-5.20000,0.14000,0.00000,0.11000,0.20000,22.40000,0.00000
5.28500,0.00171,5.60000,-4.10000,-5.30000,0.12000,0.00000,0.14000,0.20000,22.40000,0.00000
5.28600,0.00171,5.60000,-4.10000,-5.10000,0.13000,0.01000,0.14000,0.20000,22.40000,0.00000
5.28800,0.00170,5.50000,-4.10000,-5.20000,0.15000,0.03000,0.16000,0.20000,22.40000,0.00000
5.29000,0.00170,5.50000,-4.10000,-5.20000,0.17000,0.07000,0.20000,0.20000,22.40000,0.00000
5.30900,0.01941,5.50000,-4.00000,-5.10000,0.20000,0.05000,0.20000,0.50000,22.50000,0.00000
5.31100,0.00171,6.00000,-3.90000,-6.00000,0.79000,-0.17000,0.26000,0.50000,22.50000,0.00000
5.31300,0.00170,6.00000,-3.90000,-6.10000,0.75000,-0.17000,0.24000,0.50000,22.50000,0.00000
5.31400,0.00171,6.00000,-3.90000,-6.20000,0.67000,-0.15000,0.18000,0.50000,22.50000,0.00000
5.31600,0.00170,6.00000,-3.90000,-6.40000,0.55000,-0.15000,0.15000,0.50000,22.50000,0.00000
5.31800,0.00170,6.00000,-3.90000,-6.40000,0.43000,-0.14000,0.10000,0.50000,22.50000,0.00000
5.31900,0.00171,6.00000,-3.90000,-6.60000,0.32000,-0.13000,0.06000,0.50000,22.50000,0.00000
5.32100,0.00170,6.00000,-3.90000,-6.50000,0.17000,-0.08000,0.02000,0.50000,22.50000,0.00000
5.32300,0.00171,6.00000,-3.80000,-6.60000,0.05000,-0.06000,0.01000,0.50000,22.50000,0.00000
5.32500,0.00170,5.90000,-3.90000,-6.60000,-0.05000,-0.02000,0.01000,0.50000,22.50000,0.00000
5.34400,0.01941,5.90000,-3.90000,-6.50000,-0.18000,0.00000,-0.01000,-0.40000,22.50000,0.00000
5.34600,0.00170,5.40000,-4.00000,-4.70000,-0.16000,0.17000,0.10000,-0.40000,22.50000,0.00000
5.34700,0.00171,5.40000,-4.00000,-4.70000,-0.05000,0.13000,0.15000,-0.40000,22.50000,0.00000
5.34900,0.00170,5.30000,-4.10000,-4.70000,0.06000,0.09000,0.21000,-0.40000,22.50000,0.00000
5.35100,0.00170,5.30000,-4.10000,-4.70000,0.18000,0.08000,0.26000,-0.40000,22.50000,0.00000
5.35200,0.00170,5.40000,-4.00000,-4.70000,0.31000,0.05000,0.30000,-0.40000,22.50000,0.00000
5.35400,0.00170,5.40000,-4.10000,-4.60000,0.42000,0.04000,0.34000,-0.40000,22.50000,0.00000
5.35600,0.00171,5.40000,-4.10000,-4.70000,0.53000,0.00000,0.36000,-0.40000,22.50000,0.00000
5.35800,0.00171,5.50000,-4.00000,-4.80000,0.60000,0.00000,0.40000,-0.40000,22.50000,0.00000
5.35900,0.00170,5.50000,-4.10000,-4.80000,0.68000,0.00000,0.40000,-0.40000,22.50000,0.00000
5.37900,0.01941,5.50000,-4.00000,-5.00000,0.74000,-0.03000,0.41000,-0.10000,22.40000,0.00000
5.38000,0.00170,5.80000,-3.90000,-6.00000,0.51000,-0.16000,0.37000,-0.10000,22.40000,0.00000
5.38200,0.00170,5.80000,-3.90000,-6.10000,0.47000,-0.15000,0.37000,-0.10000,22.40000,0.00000
5.38400,0.00171,5.80000,-4.00000,-6.20000,0.43000,-0.15000,0.36000,-0.10000,22.40000,0.00000
5.38600,0.00170,5.90000,-3.90000,-6.10000,0.39000,-0.15000,0.36000,-0.10000,22.40000,0.00000
5.38700,0.00170,5.90000,-3.90000,-6.30000,0.35000,-0.15000,0.33000,-0.10000,22.40000,0.00000
5.38900,0.00170,5.90000,-3.90000,-6.20000,0.30000,-0.16000,0.31000,-0.10000,22.40000,0.00000
5.39100,0.00170,6.00000,-3.90000,-6.20000,0.24000,-0.17000,0.29000,-0.10000,22.40000,0.00000
5.39200,0.00171,6.10000,-3.90000,-6.20000,0.20000,-0.17000,0.25000,-0.10000,22.40000,0.00000
5.39400,0.00170,6.10000,-3.90000,-6.20000,0.15000,-0.17000,0.21000,-0.10000,22.40000,0.00000
5.41300,0.01941,6.10000,-3.90000,-6.20000,0.11000,-0.15000,0.20000,0.50000,22.50000,0.00000
5.41500,0.00170,5.80000,-4.00000,-5.50000,-0.29000,-0.18000,-0.04000,0.50000,22.50000,0.00000
5.41700,0.00171,5.90000,-3.90000,-5.40000,-0.28000,-0.19000,-0.04000,0.50000,22.50000,0.00000
5.41900,0.00170,5.80000,-3.90000,-5.40000,-0.24000,-0.17000,-0.04000,0.50000,22.50000,0.00000
5.42000,0.00171,5.80000,-3.90000,-5.20000,-0.20000,-0.17000,-0.04000,0.50000,22.50000,0.00000
5.42200,0.00170,5.70000,-3.90000,-5.20000,-0.14000,-0.17000,-0.04000,0.50000,22.50000,0.00000
5.42400,0.00171,5.70000,-4.00000,-5.10000,-0.08000,-0.14000,-0.02000,0.50000,22.50000,0.00000
5.42500,0.00170,5.60000,-4.00000,-5.20000,-0.02000,-0.14000,-0.01000,0.50000,22.50000,0.00000
5.42700,0.00171,5.60000,-4.00000,-5.20000,0.03000,-0.14000,0.00000,0.50000,22.50000,0.00000
5.42900,0.00170,5.60000,-4.00000,-5.10000,0.09000,-0.14000,0.03000,0.50000,22.50000,0.00000
5.44800,0.01941,5.70000,-4.00000,-5.10000,0.15000,-0.14000,0.04000,0.20000,22.50000,0.00000
5.45000,0.00170,5.70000,-4.00000,-5.70000,0.23000,-0.18000,0.06000,0.20000,22.50000,0.00000
5.45200,0.00170,5.60000,-4.00000,-5.70000,0.21000,-0.15000,0.06000,0.20000,22.50000,0.00000
5.45300,0.00171,5.70000,-4.00000,-5.80000,0.18000,-0.12000,0.06000,0.20000,22.50000,0.00000
5.45500,0.00170,5.60000,-4.00000,-5.70000,0.13000,-0.10000,0.06000,0.20000,22.50000,0.00000
5.45700,0.00171,5.50000,-4.00000,-5.70000,0.08000,-0.08000,0.09000,0.20000,22.50000,0.00000
5.45800,0.00171,5.50000,-4.10000,-5.60000,0.07000,-0.07000,0.10000,0.20000,22.50000,0.00000
5.46000,0.00170,5.50000,-4.00000,-5.70000,0.05000,-0.04000,0.12000,0.20000,22.50000,0.00000
5.46200,0.00170,5.50000,-4.00000,-5.50000,0.05000,-0.06000,0.14000,0.20000,22.50000,0.00000
5.46400,0.00171,5.50000,-4.00000,-5.50000,0.06000,-0.07000,0.15000,0.20000,22.50000,0.00000
5.48300,0.01941,5.50000,-3.90000,-5.50000,0.07000,-0.06000,0.19000,-0.10000,22.50000,0.00000
5.48500,0.00170,5.80000,-3.90000,-5.80000,0.48000,-0.25000,0.36000,-0.10000,22.50000,0.00000
5.48600,0.00170,5.80000,-3.90000,-6.00000,0.44000,-0.25000,0.36000,-0.10000,22.50000,0.00000
5.48800,0.00170,5.90000,-4.00000,-6.00000,0.39000,-0.23000,0.32000,-0.10000,22.50000,0.00000
5.49000,0.00170,5.90000,-3.90000,-6.00000,0.32000,-0.23000,0.28000,-0.10000,22.50000,0.00000
5.49100,0.00170,6.00000,-3.90000,-6.20000,0.25000,-0.25000,0.24000,-0.10000,22.50000,0.00000
5.49300,0.00171,6.00000,-3.90000,-6.20000,0.17000,-0.23000,0.21000,-0.10000,22.50000,0.00000
5.49500,0.00170,5.90000,-3.90000,-6.10000,0.08000,-0.19000,0.19000,-0.10000,22.50000,0.00000
5.49700,0.00170,5.90000,-3.90000,-6.10000,0.02000,-0.18000,0.17000,-0.10000,22.50000,0.00000
5.49800,0.00171,5.90000,-3.90000,-6.10000,-0.05000,-0.16000,0.14000,-0.10000,22.50000,0.00000
